,alpha,beta,gamma,tau,scf_bs,nn_scf_bs
470,4.0,0.6,8.0,0.8,2.817635907,2.9760246
471,13.0,0.6,8.0,0.8,3.777431264,3.7366576
472,22.0,0.6,8.0,0.8,3.625000045,3.6169977
473,31.0,0.6,8.0,0.8,3.469277801,3.5473511
474,40.0,0.6,8.0,0.8,3.317434474,3.5040536
475,4.0,0.7,8.0,0.8,2.666912221,2.8687744
476,13.0,0.7,8.0,0.8,3.793193501,3.8386602
477,22.0,0.7,8.0,0.8,3.745361467,3.7558355
478,31.0,0.7,8.0,0.8,3.696741002,3.663231
479,40.0,0.7,8.0,0.8,3.647685334,3.610962
480,4.0,0.2,14.0,0.8,3.401872256,3.5974216
481,13.0,0.2,14.0,0.8,4.147177772,4.09356
482,22.0,0.2,14.0,0.8,2.704052675,4.017676
483,31.0,0.2,14.0,0.8,4.026026106,3.9471955
484,40.0,0.2,14.0,0.8,3.957384474,3.895885
485,4.0,0.3,14.0,0.8,4.301562771,4.344009
486,13.0,0.3,14.0,0.8,5.622278943,5.730426
487,22.0,0.3,14.0,0.8,5.533411535,5.542669
488,31.0,0.3,14.0,0.8,5.419477248,5.3792043
489,40.0,0.3,14.0,0.8,5.304294256,5.248429
490,4.0,0.4,14.0,0.8,4.49886712,4.5527973
491,13.0,0.4,14.0,0.8,6.508769549,6.574724
492,22.0,0.4,14.0,0.8,6.430893411,6.4412346
493,31.0,0.4,14.0,0.8,6.321775899,6.321986
494,40.0,0.4,14.0,0.8,6.211220724,6.233722
495,4.0,0.5,14.0,0.8,4.215150224,4.299831
496,13.0,0.5,14.0,0.8,6.887627723,6.899273
497,22.0,0.5,14.0,0.8,6.878961256,6.8600445
498,31.0,0.5,14.0,0.8,6.83628567,6.793553
499,40.0,0.5,14.0,0.8,6.791757427,6.7547116
500,4.0,0.6,14.0,0.8,3.874940613,3.9784255
501,13.0,0.6,14.0,0.8,7.069759609,6.9951253
502,22.0,0.6,14.0,0.8,7.13666038,7.060844
503,31.0,0.6,14.0,0.8,7.168411192,7.0405116
504,40.0,0.6,14.0,0.8,7.197801675,7.043953
505,4.0,0.7,14.0,0.8,3.623195078,3.750422
506,13.0,0.7,14.0,0.8,7.089149828,6.9794736
507,22.0,0.7,14.0,0.8,7.230365914,7.1552615
508,31.0,0.7,14.0,0.8,7.336571078,7.1761947
509,40.0,0.7,14.0,0.8,7.440285411,7.2174788
510,4.0,0.2,20.0,0.8,5.054414043,4.9001627
511,13.0,0.2,20.0,0.8,6.371557372,6.366035
512,22.0,0.2,20.0,0.8,6.39296817,6.2859635
513,31.0,0.2,20.0,0.8,6.321705053,6.128412
514,40.0,0.2,20.0,0.8,3.785538655,5.9740853
515,4.0,0.3,20.0,0.8,5.953999789,5.956845
516,13.0,0.3,20.0,0.8,8.342438202,8.1598425
517,22.0,0.3,20.0,0.8,8.411761698,8.157966
518,31.0,0.3,20.0,0.8,8.330459324,8.055525
519,40.0,0.3,20.0,0.8,8.244519273,7.938832
520,4.0,0.4,20.0,0.8,5.820540422,5.8916874
521,13.0,0.4,20.0,0.8,9.393904363,9.1822405
522,22.0,0.4,20.0,0.8,9.562920857,9.324942
523,31.0,0.4,20.0,0.8,9.53463283,9.296153
524,40.0,0.4,20.0,0.8,9.5006111,9.240249
525,4.0,0.5,20.0,0.8,5.336176337,5.4253078
526,13.0,0.5,20.0,0.8,10.036989,9.6911335
527,22.0,0.5,20.0,0.8,10.30521234,9.9834795
528,31.0,0.5,20.0,0.8,10.34080639,10.017419
529,40.0,0.5,20.0,0.8,10.36956123,10.025415
530,4.0,0.6,20.0,0.8,4.887703099,4.992826
531,13.0,0.6,20.0,0.8,10.33346759,9.861018
532,22.0,0.6,20.0,0.8,10.69202356,10.298263
533,31.0,0.6,20.0,0.8,10.79783938,10.372831
534,40.0,0.6,20.0,0.8,10.89843612,10.425934
535,4.0,0.7,20.0,0.8,4.396925812,4.638231
536,13.0,0.7,20.0,0.8,9.9087039,9.840026
537,22.0,0.7,20.0,0.8,10.33518294,10.434925
538,31.0,0.7,20.0,0.8,10.51988702,10.537869
539,40.0,0.7,20.0,0.8,10.69650519,10.624152
540,4.0,0.2,26.0,0.8,6.607261122,6.4625864
541,13.0,0.2,26.0,0.8,8.494277453,8.360736
542,22.0,0.2,26.0,0.8,8.696991413,8.482662
543,31.0,0.2,26.0,0.8,8.631816302,8.398496
544,40.0,0.2,26.0,0.8,8.565839228,8.263735
545,4.0,0.3,26.0,0.8,7.278007634,7.3031173
546,13.0,0.3,26.0,0.8,10.67103879,10.490168
547,22.0,0.3,26.0,0.8,11.07076735,10.863952
548,31.0,0.3,26.0,0.8,11.02705059,10.894506
549,40.0,0.3,26.0,0.8,10.98027652,10.812178
550,4.0,0.4,26.0,0.8,7.04196628,7.018411
551,13.0,0.4,26.0,0.8,12.21315944,11.961617
552,22.0,0.4,26.0,0.8,12.84259874,12.468177
553,31.0,0.4,26.0,0.8,12.85482168,12.573436
554,40.0,0.4,26.0,0.8,12.86327928,12.5702095
555,4.0,0.5,26.0,0.8,6.401989772,6.419002
556,13.0,0.5,26.0,0.8,13.0053795,12.541583
557,22.0,0.5,26.0,0.8,13.82538588,13.171551
558,31.0,0.5,26.0,0.8,13.9012746,13.31151
559,40.0,0.5,26.0,0.8,13.97358772,13.347018
560,4.0,0.6,26.0,0.8,5.632067688,5.9175963
561,13.0,0.6,26.0,0.8,12.76273202,12.6944895
562,22.0,0.6,26.0,0.8,13.69078555,13.470466
563,31.0,0.6,26.0,0.8,13.84536769,13.63112
564,40.0,0.6,26.0,0.8,13.99701875,13.689485
565,4.0,0.7,26.0,0.8,5.408380178,5.544644
566,13.0,0.7,26.0,0.8,12.89533825,12.618173
567,22.0,0.7,26.0,0.8,13.91185329,13.576514
568,31.0,0.7,26.0,0.8,14.15081727,13.754746
569,40.0,0.7,26.0,0.8,14.37800345,13.832656
570,4.0,0.2,32.0,0.8,8.18158503,7.7171793
571,13.0,0.2,32.0,0.8,10.64538901,10.079546
572,22.0,0.2,32.0,0.8,11.12908935,10.575121
573,31.0,0.2,32.0,0.8,11.07829588,10.625024
574,40.0,0.2,32.0,0.8,11.02184578,10.515422
575,4.0,0.3,32.0,0.8,8.696489778,8.34725
576,13.0,0.3,32.0,0.8,13.1760043,12.795132
577,22.0,0.3,32.0,0.8,14.07576095,13.481083
578,31.0,0.3,32.0,0.8,14.06713905,13.654826
579,40.0,0.3,32.0,0.8,14.05027618,13.630399
580,4.0,0.4,32.0,0.8,8.141618299,7.96054
581,13.0,0.4,32.0,0.8,14.75332151,14.18683
582,22.0,0.4,32.0,0.8,16.07342398,15.131049
583,31.0,0.4,32.0,0.8,16.11549928,15.3892765
584,40.0,0.4,32.0,0.8,16.14714856,15.399159
585,4.0,0.5,32.0,0.8,7.106423314,7.2754536
586,13.0,0.5,32.0,0.8,15.01662607,14.817806
587,22.0,0.5,32.0,0.8,16.62360196,16.04308
588,31.0,0.5,32.0,0.8,16.75060685,16.344278
589,40.0,0.5,32.0,0.8,16.86321911,16.366026
590,4.0,0.6,32.0,0.8,6.70900702,6.7009664
591,13.0,0.6,32.0,0.8,15.64636207,15.004424
592,22.0,0.6,32.0,0.8,17.51219098,16.501863
593,31.0,0.6,32.0,0.8,17.71941265,16.826532
594,40.0,0.6,32.0,0.8,17.91539393,16.860855
595,4.0,0.7,32.0,0.8,6.630851754,6.2732677
596,13.0,0.7,32.0,0.8,16.1002823,14.8814745
597,22.0,0.7,32.0,0.8,18.09457049,16.656706
598,31.0,0.7,32.0,0.8,18.34945052,17.004221
599,40.0,0.7,32.0,0.8,18.5897406,17.058615
600,4.0,0.2,8.0,1.0,1.61467658,2.2905154
601,13.0,0.2,8.0,1.0,1.810810543,2.3018208
602,22.0,0.2,8.0,1.0,1.811951353,2.2961
603,31.0,0.2,8.0,1.0,1.812791431,2.2923424
604,40.0,0.2,8.0,1.0,1.813510256,2.2906573
605,4.0,0.3,8.0,1.0,2.250758043,2.4565778
606,13.0,0.3,8.0,1.0,2.634271497,2.8442564
607,22.0,0.3,8.0,1.0,2.539641238,2.6677284
608,31.0,0.3,8.0,1.0,2.443204031,2.531422
609,40.0,0.3,8.0,1.0,2.34722285,2.4482367
610,4.0,0.4,8.0,1.0,2.702069297,2.8066263
611,13.0,0.4,8.0,1.0,3.249672729,3.3657825
612,22.0,0.4,8.0,1.0,2.701951222,3.1947558
613,31.0,0.4,8.0,1.0,2.841922222,2.9983954
614,40.0,0.4,8.0,1.0,2.634670989,2.8483765
615,4.0,0.5,8.0,1.0,2.833142484,2.9529624
616,13.0,0.5,8.0,1.0,3.534637369,3.518561
617,22.0,0.5,8.0,1.0,3.26643219,3.4238143
618,31.0,0.5,8.0,1.0,2.992993285,3.2741795
619,40.0,0.5,8.0,1.0,2.781645136,3.1274314
620,4.0,0.6,8.0,1.0,2.842602524,2.9662347
621,13.0,0.6,8.0,1.0,3.718196884,3.6642394
622,22.0,0.6,8.0,1.0,3.443279862,3.535614
623,31.0,0.6,8.0,1.0,3.163595466,3.4436665
624,40.0,0.6,8.0,1.0,2.88277265,3.3413196
625,4.0,0.7,8.0,1.0,2.804399639,2.9555845
626,13.0,0.7,8.0,1.0,3.855789689,3.8321671
627,22.0,0.7,8.0,1.0,3.647581156,3.653154
628,31.0,0.7,8.0,1.0,3.432136058,3.5479093
629,40.0,0.7,8.0,1.0,3.221856323,3.4865751
630,4.0,0.2,14.0,1.0,3.091220663,3.4324381
631,13.0,0.2,14.0,1.0,3.82004845,3.7561026
632,22.0,0.2,14.0,1.0,3.77884843,3.7013602
633,31.0,0.2,14.0,1.0,3.724039948,3.6608639
634,40.0,0.2,14.0,1.0,3.668602783,3.638764
635,4.0,0.3,14.0,1.0,4.026805609,4.0970473
636,13.0,0.3,14.0,1.0,5.320599038,5.3110204
637,22.0,0.3,14.0,1.0,5.20390847,5.0537586
638,31.0,0.3,14.0,1.0,3.434410758,4.830789
639,40.0,0.3,14.0,1.0,4.919072745,4.660397
640,4.0,0.4,14.0,1.0,4.393397199,4.4646196
641,13.0,0.4,14.0,1.0,6.327372824,6.3508015
642,22.0,0.4,14.0,1.0,6.176760699,6.1294165
643,31.0,0.4,14.0,1.0,5.991650644,5.9234934
644,40.0,0.4,14.0,1.0,5.803522322,5.768628
645,4.0,0.5,14.0,1.0,4.205880483,4.3539224
646,13.0,0.5,14.0,1.0,6.756435914,6.821494
647,22.0,0.5,14.0,1.0,6.640756982,6.6913223
648,31.0,0.5,14.0,1.0,6.487529851,6.530693
649,40.0,0.5,14.0,1.0,6.331454906,6.4203706
650,4.0,0.6,14.0,1.0,4.00538853,4.1071653
651,13.0,0.6,14.0,1.0,7.101969562,7.0189376
652,22.0,0.6,14.0,1.0,7.053442014,6.9954934
653,31.0,0.6,14.0,1.0,6.965913124,6.8763285
654,40.0,0.6,14.0,1.0,6.875645937,6.8052945
655,4.0,0.7,14.0,1.0,3.785501755,3.8895807
656,13.0,0.7,14.0,1.0,7.214805997,7.0854826
657,22.0,0.7,14.0,1.0,7.209679171,7.1766176
658,31.0,0.7,14.0,1.0,7.166627432,7.095059
659,40.0,0.7,14.0,1.0,7.118743763,7.0593014
660,4.0,0.2,20.0,1.0,4.551771921,4.5476832
661,13.0,0.2,20.0,1.0,5.805456155,5.8384533
662,22.0,0.2,20.0,1.0,5.81770709,5.721265
663,31.0,0.2,20.0,1.0,5.73827685,5.5566144
664,40.0,0.2,20.0,1.0,5.657542205,5.4050493
665,4.0,0.3,20.0,1.0,5.68449632,5.714299
666,13.0,0.3,20.0,1.0,7.985097588,7.8517375
667,22.0,0.3,20.0,1.0,8.00778607,7.7677083
668,31.0,0.3,20.0,1.0,7.871112123,7.602771
669,40.0,0.3,20.0,1.0,7.730148471,7.4386425
670,4.0,0.4,20.0,1.0,5.686789306,5.875999
671,13.0,0.4,20.0,1.0,9.088776127,9.076094
672,22.0,0.4,20.0,1.0,9.177927027,9.120721
673,31.0,0.4,20.0,1.0,9.057837716,8.9994
674,40.0,0.4,20.0,1.0,8.932177428,8.868279
675,4.0,0.5,20.0,1.0,5.429646123,5.5271215
676,13.0,0.5,20.0,1.0,9.957699019,9.746379
677,22.0,0.5,20.0,1.0,10.13423612,9.952375
678,31.0,0.5,20.0,1.0,10.06465242,9.891053
679,40.0,0.5,20.0,1.0,9.988096773,9.817512
680,4.0,0.6,20.0,1.0,5.045380162,5.141978
681,13.0,0.6,20.0,1.0,10.38340737,10.012754
682,22.0,0.6,20.0,1.0,10.61299569,10.3749695
683,31.0,0.6,20.0,1.0,10.57680586,10.359605
684,40.0,0.6,20.0,1.0,10.53142036,10.334952
685,4.0,0.7,20.0,1.0,4.765186473,4.8168173
686,13.0,0.7,20.0,1.0,10.54868308,10.062639
687,22.0,0.7,20.0,1.0,10.84570602,10.589194
688,31.0,0.7,20.0,1.0,10.88005446,10.606717
689,40.0,0.7,20.0,1.0,10.90833366,10.6184225
690,4.0,0.2,26.0,1.0,6.148435372,6.0194454
691,13.0,0.2,26.0,1.0,7.964778902,7.9215083
692,22.0,0.2,26.0,1.0,8.150266948,7.964151
693,31.0,0.2,26.0,1.0,8.061105417,7.836012
694,40.0,0.2,26.0,1.0,7.971095014,7.6764617
695,4.0,0.3,26.0,1.0,7.170342053,7.139135
696,13.0,0.3,26.0,1.0,10.51383349,10.194293
697,22.0,0.3,26.0,1.0,10.8701651,10.440953
698,31.0,0.3,26.0,1.0,10.74930609,10.368911
699,40.0,0.3,26.0,1.0,10.62533277,10.20713
700,4.0,0.4,26.0,1.0,6.998109979,7.0745707
701,13.0,0.4,26.0,1.0,11.9708513,11.92706
702,22.0,0.4,26.0,1.0,12.53446995,12.318758
703,31.0,0.4,26.0,1.0,12.45436885,12.330482
704,40.0,0.4,26.0,1.0,12.37008996,12.254118
705,4.0,0.5,26.0,1.0,6.499484093,6.5526166
706,13.0,0.5,26.0,1.0,12.86952566,12.618552
707,22.0,0.5,26.0,1.0,13.60779836,13.129939
708,31.0,0.5,26.0,1.0,13.57724355,13.189335
709,40.0,0.5,26.0,1.0,13.54174646,13.167206
710,4.0,0.6,26.0,1.0,6.097460771,6.0601416
711,13.0,0.6,26.0,1.0,12.51393935,12.820469
712,22.0,0.6,26.0,1.0,13.3281591,13.467437
713,31.0,0.6,26.0,1.0,13.36320165,13.553169
714,40.0,0.6,26.0,1.0,13.39358574,13.559165
715,4.0,0.7,26.0,1.0,5.396640151,5.6875963
716,13.0,0.7,26.0,1.0,12.74421266,12.789861
717,22.0,0.7,26.0,1.0,13.62326488,13.604217
718,31.0,0.7,26.0,1.0,13.71328494,13.709641
719,40.0,0.7,26.0,1.0,13.80240877,13.735732
720,4.0,0.2,32.0,1.0,7.613210645,7.3136783
721,13.0,0.2,32.0,1.0,9.978777749,9.561069
722,22.0,0.2,32.0,1.0,10.43624344,9.909477
723,31.0,0.2,32.0,1.0,10.35185883,9.882979
724,40.0,0.2,32.0,1.0,10.26212574,9.735413
725,4.0,0.3,32.0,1.0,8.274746454,8.2298355
726,13.0,0.3,32.0,1.0,12.48218355,12.59103
727,22.0,0.3,32.0,1.0,13.32158533,13.14748
728,31.0,0.3,32.0,1.0,13.24392327,13.209813
729,40.0,0.3,32.0,1.0,13.15662298,13.103593
730,4.0,0.4,32.0,1.0,8.128581477,8.069427
731,13.0,0.4,32.0,1.0,14.42705478,14.178788
732,22.0,0.4,32.0,1.0,15.69168478,14.949295
733,31.0,0.4,32.0,1.0,15.65327002,15.091722
734,40.0,0.4,32.0,1.0,15.60354643,15.02838
735,4.0,0.5,32.0,1.0,7.622633196,7.4405828
736,13.0,0.5,32.0,1.0,15.71821762,14.857226
737,22.0,0.5,32.0,1.0,17.33069603,15.878456
738,31.0,0.5,32.0,1.0,17.32610502,16.065699
739,40.0,0.5,32.0,1.0,17.30881123,16.014778
740,4.0,0.6,32.0,1.0,6.594242035,6.854872
741,13.0,0.6,32.0,1.0,15.10343769,15.062397
742,22.0,0.6,32.0,1.0,16.81708189,16.325148
743,31.0,0.6,32.0,1.0,16.88697064,16.539778
744,40.0,0.6,32.0,1.0,16.95568446,16.50202
745,4.0,0.7,32.0,1.0,6.398564517,6.4100957
746,13.0,0.7,32.0,1.0,15.46321944,14.969089
747,22.0,0.7,32.0,1.0,17.28861897,16.47729
748,31.0,0.7,32.0,1.0,17.42964395,16.717957
749,40.0,0.7,32.0,1.0,17.57168682,16.700623
750,25.0,0.32,19.0,0.43,7.582697833,7.350708
751,15.0,0.41,12.0,0.47,5.243451583,5.2403865
752,12.0,0.32,31.0,0.46,10.91372184,10.956337
753,22.0,0.45,23.0,0.45,9.521804439,9.434017
754,6.0,0.64,23.0,0.83,7.04378397,6.7454977
755,13.0,0.21,34.0,0.34,9.206738725,9.673922
756,29.0,0.47,16.0,0.49,7.24742484,7.1613755
757,24.0,0.33,19.0,0.38,7.275995135,7.027479
758,12.0,0.44,22.0,0.63,10.03175957,9.827813
759,14.0,0.58,24.0,0.65,11.56202141,11.490753
760,10.0,0.58,12.0,0.61,5.512544536,5.423136
761,17.0,0.41,20.0,0.46,8.148222291,8.199786
762,25.21,0.29,8.82,0.46,3.406783264,3.414013
763,22.72,0.4,8.04,0.47,3.491286792,3.4907799
764,14.0,0.27,23.0,0.37,7.971969063,7.7193384
765,6.37,0.31,25.98,0.73,8.739106164,8.79118
766,28.0,0.4,15.0,0.43,6.396158598,6.2954965
767,25.35,0.47,15.29,0.49,6.884179983,6.8489137
768,12.0,0.3,31.0,0.45,10.60256659,10.660041
769,7.0,0.52,12.0,0.68,5.115118075,4.860774
770,19.0,0.36,13.0,0.38,5.221510894,5.1506147
771,23.6,0.33,8.05,0.45,3.285082153,3.3995538
772,11.0,0.65,22.0,0.75,10.25842052,10.079472
773,13.0,0.33,17.0,0.45,6.825577467,6.78302
774,22.0,0.38,21.0,0.4,8.034222483,7.9835596
775,17.2,0.44,15.32,0.5,6.822281918,6.819157
776,20.0,0.38,16.0,0.41,6.547788102,6.428487
777,19.0,0.42,23.0,0.43,9.119490755,9.02319
778,9.96,0.29,28.7,0.63,10.74238366,10.601804
779,24.28,0.29,25.15,0.32,8.035796658,7.977761
780,14.0,0.5,13.0,0.5,5.813029146,5.8619456
781,27.75,0.34,8.2,0.42,3.386082589,3.440091
782,17.0,0.37,13.0,0.37,5.192316335,5.09852
783,22.0,0.31,25.0,0.31,7.889903045,7.8335705
784,19.0,0.39,16.0,0.41,6.545752112,6.446993
785,4.0,0.29,14.0,0.34,3.987077847,3.9390278
786,11.78,0.39,18.78,0.52,7.9921121,7.8989015
787,20.77,0.23,25.79,0.24,6.457261577,7.140118
788,9.0,0.57,14.0,0.59,6.135636559,5.911714
789,25.16,0.38,17.06,0.4,6.875115212,6.7443824
790,9.0,0.68,29.0,0.76,11.27191157,11.002138
791,26.0,0.3,19.0,0.32,6.652624206,6.368089
792,9.95,0.27,15.84,0.41,5.706263755,5.7267246
793,11.0,0.54,31.0,0.7,13.5062762,13.484859
794,6.0,0.6,21.0,0.63,6.315474773,6.094495
795,14.0,0.46,15.0,0.46,6.438893479,6.4511404
796,4.0,0.32,26.0,0.49,6.528407909,6.4576073
797,11.0,0.47,31.0,0.58,12.48115419,12.691486
798,19.0,0.31,12.0,0.35,4.642424117,4.5310764
799,8.0,0.49,12.0,0.51,5.026342771,4.8440037
800,10.0,0.61,19.0,0.62,8.077754211,8.012569
801,8.26,0.29,15.3,0.41,5.477209888,5.5153594
802,6.9,0.34,10.33,0.45,4.082180556,3.8852305
803,13.0,0.31,26.0,0.39,8.889567865,8.7609005
804,5.0,0.5,8.0,0.5,3.126048026,3.173429
805,8.0,0.36,16.0,0.43,5.896879904,5.909442
806,14.0,0.65,30.0,0.65,14.52750059,13.968213
807,10.0,0.61,27.0,0.77,11.67075692,11.686947
808,8.02,0.3,16.71,0.34,5.510194312,5.4091883
809,9.0,0.53,25.0,0.58,9.500340969,9.571216
810,7.19,0.49,23.87,0.75,8.92346024,8.7693405
811,5.0,0.34,20.0,0.54,6.263791125,6.233719
812,8.75,0.31,19.41,0.39,6.651130804,6.635812
813,5.0,0.33,27.0,0.39,6.528171215,6.3160305
814,11.0,0.64,28.0,0.71,12.48147151,12.352166
815,7.57,0.55,24.29,0.63,8.435414017,8.446506
816,8.0,0.56,23.0,0.65,8.498446796,8.483357
817,9.0,0.4,18.0,0.4,6.285578549,6.4013176
818,7.0,0.37,30.0,0.55,9.467113003,9.667246
819,7.0,0.42,18.0,0.48,6.259825481,6.2483873
820,9.0,0.34,27.0,0.39,8.182576729,8.422952
821,5.0,0.41,19.0,0.55,5.850830402,5.7341223
822,8.0,0.32,27.0,0.36,7.547524901,7.765505
823,9.0,0.39,22.0,0.41,7.281686183,7.5002203
824,6.0,0.44,25.0,0.57,7.616784665,7.5817013
825,27.0,0.36,10.0,0.81,3.144278604,3.532879
826,38.0,0.68,31.0,0.8,17.48100509,16.411957
827,4.0,0.62,26.0,0.62,5.131958616,5.4033256
828,39.08,0.24,27.13,0.68,10.21436288,9.957648
829,4.36,0.52,28.84,0.67,6.595335642,6.7015142
830,25.0,0.28,27.0,0.7,11.26130505,10.944974
831,4.0,0.57,23.0,0.74,5.154891909,5.507739
832,30.38,0.28,27.78,0.65,11.55255472,11.296705
833,38.0,0.65,10.0,0.9,4.662729369,4.393563
834,22.0,0.23,24.0,0.68,8.936703141,8.606494
835,12.0,0.2,31.0,0.75,10.18772793,9.750889
836,37.0,0.65,19.0,0.94,10.27096401,9.922488
837,12.0,0.2,8.0,0.32,3.480626943,3.1006982
838,27.0,0.7,21.0,0.79,11.01188272,11.067194
839,19.0,0.7,20.0,0.8,10.27244854,10.376816
840,36.0,0.2,11.0,0.26,4.268948587,4.3583446
841,29.0,0.69,20.0,0.79,10.31355065,10.490916
842,37.73,0.42,25.33,0.62,11.93200573,12.119946
843,28.0,0.62,26.0,0.71,13.93451491,13.468234
844,31.0,0.53,23.0,0.7,11.57215407,11.725032
845,38.0,0.52,11.0,0.76,5.133480549,5.013675
846,40.0,0.39,30.0,0.54,13.3101584,13.435012
847,29.0,0.28,22.0,0.65,8.870230273,8.696827
848,28.0,0.62,20.0,0.78,10.76108939,10.365313
849,34.81,0.34,21.8,0.64,9.736751262,9.452241
850,35.0,0.49,21.0,0.69,10.77036152,10.431571
851,39.0,0.42,27.0,0.57,12.51708731,12.647749
852,33.0,0.65,20.0,0.83,10.92509619,10.5179615
853,22.0,0.52,25.0,0.68,12.39855433,12.503393
854,5.0,0.2,30.0,0.3,7.314464993,6.951516
855,34.0,0.65,31.0,0.65,16.63487388,15.8609085
856,14.0,0.69,23.0,0.84,11.74204598,11.630387
857,37.0,0.25,12.0,0.45,4.373489851,4.318243
858,30.0,0.24,27.0,0.44,9.761735465,9.315272
859,29.42,0.28,17.84,0.64,7.183000263,7.055211
860,31.0,0.49,26.0,0.59,12.48850002,12.6236105
861,31.2,0.31,17.73,0.63,7.36315451,7.3596945
862,28.61,0.33,25.36,0.55,11.0260691,10.663693
863,20.0,0.35,28.0,0.55,12.29332789,11.86456
864,33.0,0.66,14.0,0.77,7.26860397,7.1334057
865,19.0,0.44,21.0,0.63,10.07319662,9.793265
866,31.0,0.54,15.0,0.71,7.579001096,7.409126
867,28.0,0.5,23.0,0.6,10.97009738,11.139852
868,38.67,0.25,24.29,0.48,9.132110545,8.696175
869,37.0,0.25,11.0,0.35,4.051712431,4.1262627
870,28.0,0.37,30.0,0.5,12.6229952,12.650281
871,22.93,0.5,15.02,0.72,7.443462059,7.3403897
872,20.0,0.58,17.0,0.77,8.804631755,8.529213
873,39.0,0.37,30.0,0.46,12.29779312,12.312477
874,20.0,0.22,21.0,0.39,7.055315362,7.021169
875,21.0,0.5,8.0,0.69,3.602986002,3.5497658
876,30.0,0.34,28.0,0.48,11.24266821,11.357342
877,24.0,0.43,32.0,0.46,13.39645472,13.092857
878,32.0,0.57,17.0,0.69,8.7747178,8.442108
879,28.0,0.44,11.0,0.63,4.974134195,4.9191446
880,31.42,0.59,19.28,0.64,9.556271748,9.562034
881,24.0,0.47,17.0,0.67,8.334257948,8.129228
882,26.0,0.69,9.0,0.76,4.336298871,4.1773796
883,21.0,0.55,13.0,0.71,6.437621786,6.4351983
884,31.0,0.22,16.0,0.28,5.148449462,5.2591577
885,38.0,0.43,22.0,0.53,9.898489529,9.9332905
886,8.38,0.68,19.8,0.92,8.646934964,7.7619815
887,17.0,0.43,21.0,0.6,9.893279966,9.557348
888,19.0,0.6,23.0,0.63,11.39172536,11.324059
889,16.0,0.46,26.0,0.63,12.13763158,12.20107
890,31.0,0.28,16.0,0.48,6.227609206,6.1655784
891,5.55,0.67,24.32,0.9,6.929057781,6.530877
892,39.94,0.52,25.46,0.53,12.25190485,12.107018
893,39.0,0.35,8.0,0.4,3.312827267,3.4300237
894,21.76,0.61,11.51,0.71,5.654203281,5.6844854
895,12.0,0.58,12.0,0.77,5.904925615,5.92729
896,15.0,0.21,17.0,0.3,5.33580775,5.4734974
897,29.0,0.41,22.0,0.52,9.597950529,9.637051
898,14.0,0.2,16.0,0.27,4.894567573,5.2337966
899,18.0,0.47,13.0,0.67,6.203668588,6.278623
900,35.06,0.48,19.63,0.57,9.529258023,9.195593
901,13.0,0.23,23.0,0.61,8.416650521,8.178154
902,27.0,0.56,16.0,0.67,8.08700072,7.868512
903,29.0,0.5,13.0,0.62,6.248036777,6.2670884
904,37.0,0.51,17.0,0.61,8.458492769,8.169851
905,14.0,0.3,19.0,0.61,7.783035663,7.7977767
906,32.0,0.32,12.0,0.42,4.822939017,4.818053
907,15.89,0.48,15.17,0.68,7.372334651,7.343628
908,38.0,0.28,24.0,0.39,8.874335095,8.372
909,21.0,0.61,14.0,0.7,7.011724361,6.9890304
910,11.0,0.24,11.0,0.31,3.982594674,4.064739
911,23.0,0.4,8.0,0.56,3.418830748,3.4632974
912,23.0,0.55,13.0,0.65,6.367673028,6.3680267
913,24.0,0.35,8.0,0.45,3.32734111,3.4247441
914,22.0,0.4,28.0,0.5,11.91638393,11.928433
915,39.0,0.32,12.0,0.35,4.752667258,4.699065
916,31.0,0.32,28.0,0.42,10.43927039,10.383217
917,35.0,0.47,14.0,0.57,6.640177501,6.6202054
918,15.0,0.57,22.0,0.66,10.65122622,10.675995
919,10.0,0.62,12.0,0.78,5.799467778,5.6486816
920,15.0,0.57,15.0,0.69,7.427639771,7.3849764
921,27.0,0.5,24.0,0.52,11.00381507,10.986693
922,22.0,0.31,23.0,0.46,9.207360687,8.764363
923,14.0,0.54,15.0,0.68,7.382742198,7.318174
924,6.0,0.24,30.0,0.43,8.436201477,8.332118
925,16.0,0.37,8.0,0.44,3.422486701,3.4773364
926,27.0,0.34,27.0,0.45,10.47321411,10.525408
927,36.42,0.34,24.42,0.44,9.565039798,9.500552
928,26.0,0.5,25.0,0.51,11.39825032,11.338843
929,4.0,0.21,15.0,0.4,4.210752821,4.1842732
930,28.0,0.24,19.0,0.43,6.777507708,6.6793113
931,21.0,0.33,11.0,0.39,4.398255596,4.2856455
932,28.66,0.45,15.92,0.57,7.455386983,7.3841033
933,14.0,0.66,9.0,0.69,4.240742221,4.201545
934,11.48,0.27,22.26,0.62,8.471353817,8.427526
935,23.99,0.55,10.14,0.58,4.790257104,4.6633534
936,6.0,0.62,29.0,0.74,8.358150302,7.86789
937,31.0,0.41,10.0,0.51,4.379008135,4.1466074
938,20.0,0.38,20.0,0.51,8.700910553,8.459278
939,12.0,0.43,26.0,0.58,10.95183289,11.181393
940,35.46,0.28,9.56,0.5,3.546192673,3.4522545
941,32.0,0.51,10.0,0.53,4.676573779,4.50967
942,17.0,0.32,14.0,0.48,5.694128033,5.8087673
943,29.0,0.26,17.0,0.27,5.519197591,5.3893213
944,25.96,0.3,19.66,0.47,7.904382224,7.6522703
